Transaction ID,Day,Month,Year,Day Name,Brand,Units Sold,Price Per Unit,City,Payment Method,Customer Ratings,Mobile Model
3134,20,3,2024,Wednesday,Samsung,1,59683.57,Delhi,UPI,3,Galaxy S21
3135,20,3,2024,Wednesday,Vivo,2,34693.83,Hyderabad,Cash,5,Vivo Y51
3136,21,3,2024,Thursday,Apple,4,41128.5,Delhi,Debit Card,4,iPhone SE
3137,21,3,2024,Thursday,Vivo,1,12019.02,Indore,Debit Card,1,Vivo S1
3138,21,3,2024,Thursday,Xiaomi,3,50465.95,Vadodara,UPI,2,Mi 11
3139,21,3,2024,Thursday,OnePlus,8,34276.35,Mumbai,Debit Card,5,OnePlus Nord
3140,22,3,2024,Friday,Samsung,8,36728.66,Delhi,Cash,2,Galaxy Note 20
3141,22,3,2024,Friday,Apple,8,62420.36,Mumbai,UPI,5,iPhone 12
3142,22,3,2024,Friday,OnePlus,6,37710.07,Delhi,Credit Card,3,OnePlus Nord
3143,22,3,2024,Friday,Vivo,6,11271.53,Mumbai,Cash,2,Vivo Y51
3144,23,3,2024,Saturday,Apple,5,23649.45,Mumbai,UPI,5,iPhone 11
3145,23,3,2024,Saturday,OnePlus,9,38537.24,Delhi,Debit Card,5,OnePlus 9
3146,23,3,2024,Saturday,Apple,4,35463.78,Rajkot,Cash,4,iPhone 11
3147,23,3,2024,Saturday,Xiaomi,7,61622.21,Chennai,UPI,4,Redmi 9
3148,24,3,2024,Sunday,Xiaomi,1,42528.25,Delhi,Debit Card,4,Redmi Note 10
3149,24,3,2024,Sunday,Samsung,9,51378.14,Kanpur,Debit Card,3,Galaxy Note 20
3150,24,3,2024,Sunday,Samsung,7,38159.4,Mumbai,UPI,2,Galaxy S21
3151,24,3,2024,Sunday,Xiaomi,9,36379.34,Delhi,Cash,3,Mi 11
3152,25,3,2024,Monday,Apple,7,36777.2,Indore,UPI,1,iPhone SE
3153,25,3,2024,Monday,Xiaomi,2,34655.29,Delhi,UPI,5,Redmi 9
3154,25,3,2024,Monday,Samsung,6,42315,Kanpur,UPI,5,Galaxy S21
3155,26,3,2024,Tuesday,Xiaomi,4,25026.6,Ranchi,UPI,5,Mi 11
3156,26,3,2024,Tuesday,Xiaomi,3,63463.31,Mumbai,UPI,4,Redmi Note 10
3157,26,3,2024,Tuesday,Apple,2,29985.13,Kolkata,Debit Card,5,iPhone 12
3158,27,3,2024,Wednesday,OnePlus,6,18851.43,Mumbai,UPI,4,OnePlus Nord
3159,27,3,2024,Wednesday,Samsung,8,15793.03,Delhi,Cash,1,Galaxy S21
3160,27,3,2024,Wednesday,Apple,6,10805.37,Bhopal,Credit Card,3,iPhone 11
3161,28,3,2024,Thursday,Xiaomi,9,35371.36,Gorakhpur,UPI,3,Redmi 9
3162,28,3,2024,Thursday,Xiaomi,5,21256.66,Gorakhpur,Cash,3,Mi 11
3163,28,3,2024,Thursday,OnePlus,2,11298.87,Delhi,Credit Card,4,OnePlus 9
3164,28,3,2024,Thursday,Samsung,8,41201.17,Chennai,Cash,2,Galaxy A51
3165,29,3,2024,Friday,Samsung,9,50798.71,Chennai,Debit Card,2,Galaxy Note 20
3166,29,3,2024,Friday,Vivo,4,15145.06,Delhi,Debit Card,1,Vivo Y51
3167,29,3,2024,Friday,Samsung,6,37655.25,Vadodara,Credit Card,2,Galaxy S21
3168,29,3,2024,Friday,OnePlus,8,54617.72,Bangalore,Credit Card,1,OnePlus 8T
3169,30,3,2024,Saturday,Vivo,9,69148.41,Delhi,Credit Card,5,Vivo V20
3170,30,3,2024,Saturday,Vivo,5,50031.42,Jodhpur,Debit Card,3,Vivo V20
3171,30,3,2024,Saturday,Xiaomi,6,24690.37,Mumbai,Debit Card,4,Redmi Note 10
3172,31,3,2024,Sunday,Xiaomi,4,52993.22,Delhi,Cash,1,Redmi Note 10
3173,31,3,2024,Sunday,Samsung,5,45875.77,Delhi,Debit Card,4,Galaxy A51
3174,31,3,2024,Sunday,Vivo,7,22707.96,Vadodara,Credit Card,4,Vivo Y51
3175,1,4,2024,Monday,Xiaomi,9,61066.65,Madurai,UPI,3,Mi 11
3176,1,4,2024,Monday,OnePlus,6,35644.27,Kanpur,UPI,5,OnePlus Nord
3177,1,4,2024,Monday,Xiaomi,6,67718.66,Delhi,Credit Card,5,Redmi Note 10
3178,1,4,2024,Monday,Xiaomi,8,53374.06,Delhi,Debit Card,2,Redmi Note 10
3179,2,4,2024,Tuesday,Vivo,4,48673.79,Mumbai,Credit Card,5,Vivo V20
3180,2,4,2024,Tuesday,Vivo,3,53701.17,Vadodara,Debit Card,3,Vivo V20
3181,2,4,2024,Tuesday,Apple,7,38685.82,Ludhiana,UPI,4,iPhone SE
3182,2,4,2024,Tuesday,OnePlus,5,40313.59,Rajkot,Cash,1,OnePlus 8T
3183,3,4,2024,Wednesday,Vivo,2,61072.44,Gorakhpur,Debit Card,1,Vivo V20
3184,3,4,2024,Wednesday,Samsung,2,50855.71,Ranchi,Cash,5,Galaxy S21
3185,3,4,2024,Wednesday,OnePlus,6,63834.6,Delhi,UPI,2,OnePlus 9
3186,4,4,2024,Thursday,OnePlus,8,63449.61,Coimbatore,Cash,1,OnePlus 8T
3187,4,4,2024,Thursday,Vivo,1,68589.4,Delhi,Cash,2,Vivo Y51
3188,4,4,2024,Thursday,OnePlus,6,52012.88,Coimbatore,Credit Card,1,OnePlus Nord
3189,5,4,2024,Friday,Vivo,2,40138.1,Mumbai,Cash,2,Vivo Y51
3190,5,4,2024,Friday,Xiaomi,2,19978.7,Mumbai,UPI,2,Mi 11
3191,5,4,2024,Friday,Apple,7,52322.83,Bangalore,Debit Card,4,iPhone 12
3192,5,4,2024,Friday,Xiaomi,1,27494.66,Mumbai,Cash,3,Mi 11
3193,6,4,2024,Saturday,Vivo,6,26976.85,Mumbai,Debit Card,1,Vivo V20
3194,6,4,2024,Saturday,Vivo,7,24297.27,Madurai,Credit Card,5,Vivo S1
3195,6,4,2024,Saturday,Xiaomi,8,62507.32,Jodhpur,UPI,3,Redmi Note 10
3196,7,4,2024,Sunday,Samsung,7,62077.87,Mumbai,UPI,4,Galaxy A51
3197,7,4,2024,Sunday,Samsung,6,47858.23,Mumbai,Debit Card,4,Galaxy Note 20
3198,7,4,2024,Sunday,Samsung,9,38378.86,Hyderabad,UPI,4,Galaxy A51
3199,8,4,2024,Monday,Vivo,3,50326.87,Chennai,Credit Card,5,Vivo V20
3200,8,4,2024,Monday,OnePlus,6,46433.77,Ludhiana,Debit Card,1,OnePlus 8T
3201,8,4,2024,Monday,Vivo,4,34944.05,Delhi,UPI,1,Vivo Y51
3202,9,4,2024,Tuesday,OnePlus,2,32777.85,Delhi,Credit Card,2,OnePlus 9
3203,9,4,2024,Tuesday,Xiaomi,1,32967.66,Delhi,Credit Card,2,Mi 11
3204,9,4,2024,Tuesday,Apple,1,45348,Indore,Cash,2,iPhone 12
3205,9,4,2024,Tuesday,OnePlus,3,48860.16,Delhi,UPI,5,OnePlus Nord
3206,10,4,2024,Wednesday,Samsung,4,37104.51,Delhi,Debit Card,3,Galaxy A51
3207,10,4,2024,Wednesday,Vivo,2,68121.49,Delhi,Cash,1,Vivo Y51
3208,10,4,2024,Wednesday,Xiaomi,1,15030.74,Kolkata,Debit Card,2,Redmi Note 10
3209,10,4,2024,Wednesday,Samsung,4,30822.82,Coimbatore,Cash,5,Galaxy S21
3210,11,4,2024,Thursday,Xiaomi,7,35144.48,Delhi,Credit Card,5,Redmi 9
3211,11,4,2024,Thursday,Apple,6,11015.28,Kanpur,Cash,2,iPhone 12
3212,11,4,2024,Thursday,Vivo,6,31897.43,Rajkot,Cash,4,Vivo Y51
3213,11,4,2024,Thursday,Vivo,9,26422.6,Lucknow,Cash,4,Vivo Y51
3214,12,4,2024,Friday,Apple,2,40362.18,Delhi,UPI,4,iPhone SE
3215,12,4,2024,Friday,Vivo,4,30184.63,Kolkata,Cash,2,Vivo V20
3216,12,4,2024,Friday,OnePlus,5,53570.93,Chennai,Credit Card,5,OnePlus 8T
3217,12,4,2024,Friday,Xiaomi,1,40595.95,Indore,Debit Card,5,Mi 11
3218,13,4,2024,Saturday,Samsung,8,17785.73,Mumbai,UPI,1,Galaxy Note 20
3219,13,4,2024,Saturday,Apple,8,55003.68,Mumbai,Credit Card,4,iPhone 12
3220,13,4,2024,Saturday,OnePlus,6,15953.73,Indore,UPI,2,OnePlus Nord
3221,13,4,2024,Saturday,Samsung,5,60342.95,Mumbai,Debit Card,1,Galaxy A51
3222,14,4,2024,Sunday,Samsung,8,65885.33,Delhi,Debit Card,5,Galaxy Note 20
3223,14,4,2024,Sunday,Apple,3,29346.72,Gorakhpur,Debit Card,1,iPhone SE
3224,14,4,2024,Sunday,OnePlus,3,65568.56,Coimbatore,UPI,4,OnePlus 8T
3225,14,4,2024,Sunday,Samsung,2,57580.49,Coimbatore,UPI,3,Galaxy Note 20
3226,15,4,2024,Monday,Samsung,5,65346.14,Bangalore,Debit Card,4,Galaxy S21
3227,15,4,2024,Monday,OnePlus,3,49976.21,Rajkot,Debit Card,4,OnePlus 8T
3228,15,4,2024,Monday,Vivo,3,24138.64,Vadodara,Credit Card,2,Vivo Y51
3229,15,4,2024,Monday,Samsung,6,63671.39,Lucknow,Debit Card,3,Galaxy S21
3230,16,4,2024,Tuesday,Xiaomi,8,21055.9,Bhopal,Cash,3,Redmi Note 10
3231,16,4,2024,Tuesday,OnePlus,2,22783.63,Bhopal,UPI,3,OnePlus Nord
3232,16,4,2024,Tuesday,Samsung,4,26263.78,Mumbai,Credit Card,5,Galaxy S21
3233,17,4,2024,Wednesday,Apple,7,28254.78,Madurai,UPI,1,iPhone 11
3234,17,4,2024,Wednesday,Xiaomi,1,40868.78,Ludhiana,Debit Card,5,Redmi Note 10
3235,17,4,2024,Wednesday,Samsung,1,52807.44,Mumbai,Cash,3,Galaxy S21
3236,18,4,2024,Thursday,Xiaomi,7,65572.49,Kolkata,Debit Card,2,Redmi 9
3237,18,4,2024,Thursday,Xiaomi,7,15306.26,Chennai,UPI,4,Redmi Note 10
3238,18,4,2024,Thursday,Vivo,1,67262.16,Bangalore,Credit Card,4,Vivo Y51
3239,19,4,2024,Friday,Xiaomi,1,65279.38,Madurai,UPI,5,Mi 11
3240,19,4,2024,Friday,Vivo,4,13239.96,Hyderabad,Credit Card,5,Vivo Y51
3241,19,4,2024,Friday,OnePlus,5,31619.27,Kanpur,Cash,2,OnePlus 9
3242,20,4,2024,Saturday,Vivo,5,58788.6,Delhi,Debit Card,4,Vivo V20
3243,20,4,2024,Saturday,Apple,4,46694.59,Hyderabad,Debit Card,5,iPhone 11
3244,20,4,2024,Saturday,Samsung,8,56745.64,Chennai,Cash,1,Galaxy S21
3245,21,4,2024,Sunday,OnePlus,7,53142,Ludhiana,UPI,5,OnePlus Nord
3246,21,4,2024,Sunday,OnePlus,9,39806.21,Mumbai,Cash,5,OnePlus Nord
3247,21,4,2024,Sunday,Apple,7,12473.08,Mumbai,Debit Card,3,iPhone SE
3248,22,4,2024,Monday,Vivo,1,45056.09,Ludhiana,Credit Card,1,Vivo S1
3249,22,4,2024,Monday,Samsung,7,12914,Delhi,Debit Card,1,Galaxy Note 20
3250,22,4,2024,Monday,Vivo,1,46223.6,Mumbai,UPI,2,Vivo V20
3251,23,4,2024,Tuesday,Xiaomi,7,58024.65,Ranchi,Credit Card,3,Redmi 9
3252,23,4,2024,Tuesday,Vivo,8,45099.5,Chennai,UPI,1,Vivo Y51
3253,23,4,2024,Tuesday,OnePlus,9,69821.31,Gorakhpur,Debit Card,3,OnePlus Nord
3254,23,4,2024,Tuesday,Samsung,3,37351.99,Kanpur,Debit Card,3,Galaxy S21
3255,24,4,2024,Wednesday,Vivo,4,54929.65,Coimbatore,Credit Card,4,Vivo S1
3256,24,4,2024,Wednesday,Samsung,4,50032.8,Mumbai,UPI,1,Galaxy A51
3257,24,4,2024,Wednesday,Samsung,9,69485.9,Delhi,Credit Card,4,Galaxy A51
3258,24,4,2024,Wednesday,Xiaomi,7,52793.14,Bangalore,Credit Card,5,Redmi 9
3259,25,4,2024,Thursday,Xiaomi,3,19841.84,Delhi,UPI,5,Redmi Note 10
3260,25,4,2024,Thursday,OnePlus,5,67331.06,Rajkot,Credit Card,4,OnePlus 8T
3261,25,4,2024,Thursday,Apple,7,50066.63,Mumbai,Cash,5,iPhone SE
3262,26,4,2024,Friday,Samsung,8,13560.29,Lucknow,Credit Card,4,Galaxy Note 20
3263,26,4,2024,Friday,Apple,1,49454.1,Gorakhpur,Debit Card,2,iPhone 12
3264,26,4,2024,Friday,OnePlus,2,62987.16,Mumbai,UPI,3,OnePlus 9
3265,27,4,2024,Saturday,Samsung,7,44622.51,Patna,Debit Card,2,Galaxy A51
3266,27,4,2024,Saturday,Samsung,2,31241.18,Madurai,Cash,1,Galaxy Note 20
3267,27,4,2024,Saturday,Apple,7,59254.58,Delhi,Cash,2,iPhone SE
3268,27,4,2024,Saturday,Vivo,9,56950.72,Bangalore,Credit Card,2,Vivo V20
3269,28,4,2024,Sunday,Xiaomi,2,42650.93,Lucknow,Debit Card,5,Redmi 9
3270,28,4,2024,Sunday,Vivo,7,19261.71,Delhi,Credit Card,4,Vivo S1
3271,28,4,2024,Sunday,Apple,4,25059.19,Bhopal,Credit Card,1,iPhone 11
3272,29,4,2024,Monday,Xiaomi,2,54309.04,Vadodara,Debit Card,5,Redmi Note 10
3273,29,4,2024,Monday,Vivo,7,58364.93,Indore,Cash,1,Vivo S1
3274,29,4,2024,Monday,Xiaomi,5,26755.92,Hyderabad,Cash,3,Redmi 9
3275,30,4,2024,Tuesday,Samsung,1,32079.1,Coimbatore,Cash,4,Galaxy A51
3276,30,4,2024,Tuesday,Vivo,5,14657.91,Delhi,UPI,5,Vivo Y51
3277,30,4,2024,Tuesday,Xiaomi,3,52807.72,Mumbai,UPI,2,Redmi Note 10
3278,30,4,2024,Tuesday,Xiaomi,7,10214.65,Delhi,Credit Card,3,Redmi 9
3279,1,5,2024,Wednesday,Xiaomi,6,12792.49,Mumbai,UPI,2,Redmi 9
3280,1,5,2024,Wednesday,Vivo,8,10260.64,Bangalore,UPI,1,Vivo S1
3281,1,5,2024,Wednesday,OnePlus,5,48719.18,Chennai,Debit Card,3,OnePlus 9
3282,2,5,2024,Thursday,Vivo,2,35043.23,Mumbai,Credit Card,5,Vivo Y51
3283,2,5,2024,Thursday,Apple,9,27852.81,Delhi,Credit Card,2,iPhone 11
3284,2,5,2024,Thursday,Vivo,8,64762.06,Mumbai,Debit Card,2,Vivo S1
3285,2,5,2024,Thursday,Xiaomi,6,21568.17,Delhi,Cash,1,Redmi 9
3286,3,5,2024,Friday,Samsung,7,33362.08,Chennai,Debit Card,1,Galaxy Note 20
3287,3,5,2024,Friday,Vivo,9,66418.71,Bhopal,Cash,4,Vivo Y51
3288,3,5,2024,Friday,Vivo,7,35626.39,Jodhpur,Credit Card,4,Vivo Y51
3289,4,5,2024,Saturday,Xiaomi,3,43281.62,Hyderabad,Credit Card,1,Redmi 9
3290,4,5,2024,Saturday,Samsung,6,14820.21,Delhi,UPI,4,Galaxy A51
3291,4,5,2024,Saturday,Samsung,7,57409.98,Rajkot,UPI,2,Galaxy Note 20
3292,4,5,2024,Saturday,Apple,2,35365.53,Bhopal,Debit Card,1,iPhone 11
3293,5,5,2024,Sunday,Vivo,3,58030.91,Indore,UPI,3,Vivo V20
3294,5,5,2024,Sunday,Samsung,4,25227.86,Mumbai,Credit Card,1,Galaxy A51
3295,5,5,2024,Sunday,Samsung,6,35348.73,Mumbai,Credit Card,5,Galaxy S21
3296,5,5,2024,Sunday,OnePlus,1,57192.94,Ranchi,Cash,5,OnePlus 8T
3297,6,5,2024,Monday,OnePlus,9,68432.67,Mumbai,UPI,1,OnePlus Nord
3298,6,5,2024,Monday,Samsung,5,13577.53,Mumbai,Cash,3,Galaxy A51
3299,6,5,2024,Monday,Apple,7,58747.37,Delhi,Credit Card,1,iPhone 12
3300,6,5,2024,Monday,Samsung,9,28041.34,Delhi,UPI,3,Galaxy S21
3301,7,5,2024,Tuesday,Xiaomi,9,43044.6,Delhi,Cash,2,Redmi Note 10
3302,7,5,2024,Tuesday,Vivo,1,27405.54,Madurai,Credit Card,2,Vivo V20
3303,7,5,2024,Tuesday,Apple,1,46806.73,Gorakhpur,Cash,3,iPhone SE
3304,8,5,2024,Wednesday,Xiaomi,3,31228.17,Kolkata,UPI,4,Mi 11
3305,8,5,2024,Wednesday,Apple,6,30016.89,Jodhpur,Cash,2,iPhone 11
3306,8,5,2024,Wednesday,Xiaomi,2,12276.3,Delhi,Cash,5,Mi 11
3307,8,5,2024,Wednesday,Vivo,1,18817.62,Jodhpur,Credit Card,1,Vivo V20
3308,9,5,2024,Thursday,Vivo,1,65024.69,Kolkata,UPI,4,Vivo Y51
3309,9,5,2024,Thursday,OnePlus,5,69896.65,Delhi,Debit Card,5,OnePlus 9
3310,9,5,2024,Thursday,Xiaomi,4,56831.23,Bangalore,Debit Card,1,Redmi Note 10
3311,10,5,2024,Friday,OnePlus,1,27208.76,Mumbai,Cash,5,OnePlus 8T
3312,10,5,2024,Friday,Xiaomi,4,34146.71,Ludhiana,Credit Card,4,Mi 11
3313,10,5,2024,Friday,OnePlus,3,54370.21,Mumbai,UPI,3,OnePlus 8T
3314,11,5,2024,Saturday,Vivo,2,68110.81,Mumbai,Credit Card,1,Vivo S1
3315,11,5,2024,Saturday,Apple,9,37328.27,Patna,UPI,5,iPhone 12
3316,11,5,2024,Saturday,OnePlus,1,59771.34,Vadodara,Credit Card,5,OnePlus Nord
3317,12,5,2024,Sunday,Xiaomi,7,68504.14,Delhi,Debit Card,4,Mi 11
3318,12,5,2024,Sunday,Xiaomi,4,62408.39,Delhi,Debit Card,4,Redmi 9
3319,12,5,2024,Sunday,Vivo,5,23628.98,Gorakhpur,Debit Card,4,Vivo S1
3320,13,5,2024,Monday,Xiaomi,5,10481.91,Mumbai,Credit Card,3,Mi 11
3321,13,5,2024,Monday,Samsung,1,39524.9,Kolkata,Credit Card,2,Galaxy Note 20
3322,13,5,2024,Monday,Apple,6,41881.65,Jodhpur,Cash,5,iPhone 12
3323,13,5,2024,Monday,OnePlus,9,22075.02,Kolkata,Debit Card,3,OnePlus 9
3324,14,5,2024,Tuesday,Apple,2,27080.46,Patna,Cash,5,iPhone SE
3325,14,5,2024,Tuesday,Vivo,7,55909.19,Ranchi,Credit Card,3,Vivo Y51
3326,14,5,2024,Tuesday,OnePlus,6,38220.84,Indore,UPI,1,OnePlus 9
3327,14,5,2024,Tuesday,OnePlus,5,29041.25,Ranchi,Debit Card,2,OnePlus 9
3328,15,5,2024,Wednesday,Samsung,4,47357.56,Jodhpur,Debit Card,5,Galaxy A51
3329,15,5,2024,Wednesday,Vivo,4,49165.59,Kanpur,Debit Card,4,Vivo S1
3330,15,5,2024,Wednesday,Xiaomi,6,56163.75,Mumbai,Debit Card,2,Redmi 9
3331,16,5,2024,Thursday,Samsung,4,19402.56,Delhi,Debit Card,5,Galaxy Note 20
3332,16,5,2024,Thursday,Samsung,5,54491.04,Kanpur,Credit Card,1,Galaxy S21
3333,16,5,2024,Thursday,Apple,6,45965.7,Lucknow,Debit Card,5,iPhone 12
3334,17,5,2024,Friday,Apple,5,13454.31,Delhi,Debit Card,5,iPhone 12
3335,17,5,2024,Friday,Apple,7,56646.74,Mumbai,Cash,5,iPhone SE
3336,17,5,2024,Friday,Samsung,9,32984.82,Bhopal,UPI,2,Galaxy Note 20
3337,17,5,2024,Friday,Xiaomi,7,29822.86,Indore,Debit Card,5,Redmi 9
3338,18,5,2024,Saturday,OnePlus,7,36884.51,Kolkata,Cash,4,OnePlus Nord
3339,18,5,2024,Saturday,Apple,4,30770.5,Bhopal,Credit Card,3,iPhone 11
3340,18,5,2024,Saturday,Xiaomi,1,30297.14,Mumbai,Cash,4,Mi 11
3341,19,5,2024,Sunday,Vivo,8,58484.66,Delhi,Debit Card,1,Vivo S1
3342,19,5,2024,Sunday,Apple,4,17470.32,Mumbai,Cash,2,iPhone 11
3343,19,5,2024,Sunday,OnePlus,1,68236,Rajkot,Cash,3,OnePlus Nord
3344,19,5,2024,Sunday,Vivo,5,43295.9,Delhi,Credit Card,2,Vivo V20
3345,20,5,2024,Monday,Vivo,8,20975.44,Bangalore,Cash,2,Vivo Y51
3346,20,5,2024,Monday,OnePlus,4,17872.93,Ludhiana,Credit Card,5,OnePlus 9
3347,20,5,2024,Monday,Apple,8,45490.57,Indore,Credit Card,4,iPhone 11
3348,21,5,2024,Tuesday,Samsung,8,47979.97,Rajkot,Cash,3,Galaxy A51
3349,21,5,2024,Tuesday,OnePlus,3,13181.55,Mumbai,Debit Card,5,OnePlus Nord
3350,21,5,2024,Tuesday,OnePlus,9,24580.11,Kolkata,UPI,3,OnePlus Nord
3351,22,5,2024,Wednesday,OnePlus,3,57727.72,Ranchi,Cash,4,OnePlus Nord
3352,22,5,2024,Wednesday,Vivo,1,12977.48,Kolkata,Cash,5,Vivo S1
3353,22,5,2024,Wednesday,Xiaomi,2,61305.32,Mumbai,Cash,3,Redmi 9
3354,22,5,2024,Wednesday,Samsung,6,49489.75,Chennai,UPI,5,Galaxy Note 20
3355,23,5,2024,Thursday,Apple,2,36065.4,Mumbai,UPI,2,iPhone 11
3356,23,5,2024,Thursday,Apple,6,30785.97,Ludhiana,Credit Card,1,iPhone 12
3357,23,5,2024,Thursday,Xiaomi,1,11154.94,Vadodara,UPI,3,Mi 11
3358,24,5,2024,Friday,OnePlus,1,59512.9,Kolkata,UPI,4,OnePlus 8T
3359,24,5,2024,Friday,Samsung,5,18563.31,Lucknow,Cash,3,Galaxy S21
3360,24,5,2024,Friday,Apple,9,28572.52,Delhi,Credit Card,1,iPhone 12
3361,24,5,2024,Friday,Apple,8,44146.42,Coimbatore,Debit Card,3,iPhone SE
3362,25,5,2024,Saturday,OnePlus,3,24759.56,Chennai,Credit Card,3,OnePlus 9
3363,25,5,2024,Saturday,Xiaomi,3,39828.43,Delhi,UPI,3,Redmi Note 10
3364,25,5,2024,Saturday,Samsung,1,58560.57,Kanpur,UPI,4,Galaxy Note 20
3365,26,5,2024,Sunday,Xiaomi,3,38232.28,Delhi,Cash,1,Redmi 9
3366,26,5,2024,Sunday,Xiaomi,1,66938.64,Rajkot,Debit Card,1,Redmi Note 10
3367,26,5,2024,Sunday,Samsung,8,60850.04,Mumbai,Debit Card,4,Galaxy A51
3368,27,5,2024,Monday,Samsung,1,29982.35,Rajkot,Debit Card,3,Galaxy A51
3369,27,5,2024,Monday,Apple,5,33997.73,Bhopal,UPI,3,iPhone 12
3370,27,5,2024,Monday,Apple,9,35399.6,Madurai,UPI,1,iPhone 12
3371,28,5,2024,Tuesday,Samsung,7,47570.77,Chennai,Credit Card,3,Galaxy S21
3372,28,5,2024,Tuesday,Vivo,4,27207.74,Madurai,UPI,2,Vivo V20
3373,28,5,2024,Tuesday,Apple,9,68154.95,Delhi,Debit Card,3,iPhone SE
3374,28,5,2024,Tuesday,Vivo,9,46521.05,Mumbai,Debit Card,3,Vivo Y51
3375,29,5,2024,Wednesday,Samsung,2,33964.1,Patna,Debit Card,5,Galaxy A51
3376,29,5,2024,Wednesday,Apple,6,48700.59,Hyderabad,Cash,1,iPhone SE
3377,29,5,2024,Wednesday,Xiaomi,4,33724.3,Bhopal,Credit Card,1,Redmi 9
3378,30,5,2024,Thursday,Samsung,8,59067.74,Delhi,Credit Card,2,Galaxy S21
3379,30,5,2024,Thursday,OnePlus,7,44070.46,Coimbatore,UPI,2,OnePlus 9
3380,30,5,2024,Thursday,Vivo,7,12518.23,Bhopal,Cash,2,Vivo Y51
3381,31,5,2024,Friday,Samsung,9,20605.41,Delhi,Credit Card,1,Galaxy Note 20
3382,31,5,2024,Friday,Samsung,5,61899.64,Chennai,Cash,5,Galaxy Note 20
3383,31,5,2024,Friday,Apple,6,43773.99,Madurai,Cash,5,iPhone SE
3384,1,6,2024,Saturday,Apple,1,67020.61,Mumbai,UPI,4,iPhone 11
3385,1,6,2024,Saturday,Apple,6,14345.34,Gorakhpur,Cash,1,iPhone SE
3386,1,6,2024,Saturday,OnePlus,2,27715.64,Bhopal,Credit Card,4,OnePlus 9
3387,2,6,2024,Sunday,Apple,6,21612.6,Mumbai,UPI,3,iPhone SE
3388,2,6,2024,Sunday,Samsung,9,43230.42,Ludhiana,Credit Card,2,Galaxy S21
3389,2,6,2024,Sunday,Apple,8,32967.57,Lucknow,Cash,4,iPhone 12
3390,2,6,2024,Sunday,Xiaomi,9,19436.41,Delhi,Cash,4,Mi 11
3391,3,6,2024,Monday,Apple,8,48565.11,Patna,Debit Card,5,iPhone 12
3392,3,6,2024,Monday,OnePlus,3,42177.9,Vadodara,UPI,2,OnePlus 8T
3393,3,6,2024,Monday,Xiaomi,8,26484.18,Delhi,UPI,2,Mi 11
3394,3,6,2024,Monday,Samsung,6,38786.28,Mumbai,Debit Card,5,Galaxy Note 20
3395,4,6,2024,Tuesday,Samsung,6,54744.3,Delhi,Credit Card,4,Galaxy A51
3396,4,6,2024,Tuesday,Vivo,6,22316.3,Bhopal,Credit Card,5,Vivo Y51
3397,4,6,2024,Tuesday,Xiaomi,3,27574.34,Indore,Cash,4,Mi 11
3398,5,6,2024,Wednesday,Vivo,1,30766.66,Delhi,UPI,5,Vivo V20
3399,5,6,2024,Wednesday,Xiaomi,4,54803.59,Mumbai,Cash,5,Redmi 9
3400,5,6,2024,Wednesday,Xiaomi,6,60815.36,Mumbai,Debit Card,3,Mi 11
3401,5,6,2024,Wednesday,OnePlus,2,32583.31,Rajkot,Cash,4,OnePlus 8T
3402,6,6,2024,Thursday,Vivo,7,27797.25,Delhi,Credit Card,4,Vivo Y51
3403,6,6,2024,Thursday,OnePlus,7,63366.81,Lucknow,Credit Card,2,OnePlus 9
3404,6,6,2024,Thursday,Xiaomi,4,69961.9,Kolkata,Debit Card,2,Redmi Note 10
3405,7,6,2024,Friday,Samsung,4,50221.22,Rajkot,Credit Card,5,Galaxy S21
3406,7,6,2024,Friday,Xiaomi,1,69398.84,Bangalore,Debit Card,3,Mi 11
3407,7,6,2024,Friday,OnePlus,2,49597.98,Delhi,UPI,5,OnePlus 8T
3408,8,6,2024,Saturday,Vivo,9,54007.62,Chennai,Debit Card,4,Vivo Y51
3409,8,6,2024,Saturday,Vivo,8,33319.36,Ludhiana,Debit Card,5,Vivo Y51
3410,8,6,2024,Saturday,OnePlus,8,35978.05,Madurai,Debit Card,3,OnePlus 8T
3411,9,6,2024,Sunday,Vivo,9,18648.14,Kanpur,Credit Card,2,Vivo V20
3412,9,6,2024,Sunday,Apple,7,59365,Chennai,UPI,3,iPhone 11
3413,9,6,2024,Sunday,Samsung,9,65863.54,Mumbai,Cash,5,Galaxy A51
3414,9,6,2024,Sunday,Samsung,2,47406.29,Jodhpur,UPI,5,Galaxy Note 20
3415,10,6,2024,Monday,Samsung,6,30618.84,Indore,Credit Card,2,Galaxy S21
3416,10,6,2024,Monday,Vivo,3,19240.98,Hyderabad,UPI,2,Vivo Y51
3417,10,6,2024,Monday,Vivo,6,25909.37,Patna,UPI,5,Vivo S1
3418,10,6,2024,Monday,Xiaomi,3,25324.63,Mumbai,Debit Card,2,Mi 11
3419,11,6,2024,Tuesday,Xiaomi,8,46811.67,Lucknow,Debit Card,5,Redmi 9
3420,11,6,2024,Tuesday,Samsung,4,66702.25,Indore,Credit Card,2,Galaxy A51
3421,11,6,2024,Tuesday,Apple,6,12896.31,Delhi,Debit Card,4,iPhone 12
3422,11,6,2024,Tuesday,Xiaomi,9,10061.34,Delhi,Credit Card,3,Redmi 9
3423,12,6,2024,Wednesday,Xiaomi,2,46010.92,Mumbai,Cash,5,Mi 11
